"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude","country_code_2","Flag"
"Australia",2016,"Cyprus",10,"Jury","High","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Australia",2016,"Bulgaria",8,"Jury","High","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Australia",2016,"Netherlands",12,"Jury","High","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Australia",2016,"Latvia",5,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Australia",2016,"Israel",10,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Australia",2016,"Belarus",6,"Jury","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Australia",2016,"Germany",6,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Australia",2016,"Russia",2,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Australia",2016,"Norway",10,"Jury","High","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Australia",2016,"Belgium",12,"Jury","High","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Australia",2016,"United Kingdom",8,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Australia",2016,"Croatia",12,"Jury","High","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Australia",2016,"Greece",7,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Australia",2016,"Lithuania",12,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Australia",2016,"Serbia",6,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Australia",2016,"Macedonia",8,"Jury","High","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Australia",2016,"Albania",12,"Jury","High","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Australia",2016,"Estonia",10,"Jury","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Australia",2016,"Ukraine",5,"Jury","Low","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Australia",2016,"Italy",6,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Australia",2016,"Poland",10,"Jury","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Australia",2016,"Slovenia",6,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Australia",2016,"Hungary",12,"Jury","High","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Australia",2016,"Montenegro",4,"Jury","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Australia",2016,"Sweden",12,"Jury","High","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Cyprus",2016,"San Marino",5,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Cyprus",2016,"Malta",5,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Cyprus",2016,"Moldova",2,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Cyprus",2016,"Armenia",6,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Cyprus",2016,"Russia",4,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Cyprus",2016,"United Kingdom",7,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Cyprus",2016,"Croatia",1,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Cyprus",2016,"Greece",8,"Jury","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Cyprus",2016,"Estonia",4,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Cyprus",2016,"Italy",1,"Jury","Low","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Serbia",2016,"Bosnia and Herzegovina",8,"Jury","High","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Serbia",2016,"Bulgaria",5,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Serbia",2016,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Serbia",2016,"Croatia",2,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Serbia",2016,"Macedonia",7,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Serbia",2016,"Slovenia",5,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Serbia",2016,"Montenegro",6,"Jury","Low","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Lithuania",2016,"Austria",1,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Lithuania",2016,"Azerbaijan",5,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Lithuania",2016,"Czech Republic",3,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Lithuania",2016,"Georgia",5,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Lithuania",2016,"Finland",6,"Jury","Low","FIN",61.9241,25.7482,"fi","https://public.flourish.studio/country-flags/svg/fi.svg"
"Lithuania",2016,"Switzerland",7,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Lithuania",2016,"Denmark",5,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Lithuania",2016,"Moldova",4,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Lithuania",2016,"Bulgaria",1,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Lithuania",2016,"Latvia",10,"Jury","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Lithuania",2016,"Israel",1,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Lithuania",2016,"Belarus",10,"Jury","High","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Lithuania",2016,"Germany",1,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Lithuania",2016,"Norway",2,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Lithuania",2016,"Australia",7,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Lithuania",2016,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Lithuania",2016,"Serbia",8,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Lithuania",2016,"Estonia",5,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Lithuania",2016,"Ukraine",12,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Lithuania",2016,"Poland",2,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Lithuania",2016,"Hungary",3,"Jury","Low","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Lithuania",2016,"Sweden",2,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Croatia",2016,"Austria",6,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Croatia",2016,"Iceland",7,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Croatia",2016,"Czech Republic",8,"Jury","High","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Croatia",2016,"Georgia",2,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Croatia",2016,"Bosnia and Herzegovina",4,"Jury","Low","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Croatia",2016,"Moldova",1,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Croatia",2016,"Cyprus",1,"Jury","Low","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Croatia",2016,"Israel",3,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Croatia",2016,"Australia",1,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Croatia",2016,"United Kingdom",1,"Jury","Low","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Croatia",2016,"Macedonia",6,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Russia",2016,"Austria",3,"Jury","Low","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Russia",2016,"Iceland",8,"Jury","High","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Russia",2016,"Azerbaijan",12,"Jury","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Russia",2016,"San Marino",7,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Russia",2016,"Bosnia and Herzegovina",5,"Jury","Low","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Russia",2016,"Malta",4,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Russia",2016,"Spain",4,"Jury","Low","ESP",40.4637,-3.7492,"es","https://public.flourish.studio/country-flags/svg/es.svg"
"Russia",2016,"France",1,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Russia",2016,"Moldova",7,"Jury","Low","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Russia",2016,"Armenia",2,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Russia",2016,"Cyprus",12,"Jury","High","CYP",35.1264,33.4299,"cy","https://public.flourish.studio/country-flags/svg/cy.svg"
"Russia",2016,"Bulgaria",6,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Russia",2016,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Russia",2016,"Belarus",12,"Jury","High","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Russia",2016,"Croatia",6,"Jury","Low","HRV",45.1,15.2,"hr","https://public.flourish.studio/country-flags/svg/hr.svg"
"Russia",2016,"Greece",12,"Jury","High","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Russia",2016,"Serbia",1,"Jury","Low","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Russia",2016,"Albania",7,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Russia",2016,"Montenegro",8,"Jury","High","MNE",42.7087,19.3744,"me","https://public.flourish.studio/country-flags/svg/me.svg"
"Russia",2016,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Spain",2016,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Spain",2016,"Malta",2,"Jury","Low","MLT",35.9375,14.3754,"mt","https://public.flourish.studio/country-flags/svg/mt.svg"
"Spain",2016,"Denmark",1,"Jury","Low","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Spain",2016,"France",3,"Jury","Low","FRA",46.6034,2.2137,"fr","https://public.flourish.studio/country-flags/svg/fr.svg"
"Spain",2016,"Moldova",8,"Jury","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Spain",2016,"Armenia",3,"Jury","Low","ARM",40.0691,45.0382,"am","https://public.flourish.studio/country-flags/svg/am.svg"
"Spain",2016,"Bulgaria",4,"Jury","Low","BGR",42.7339,25.4858,"bg","https://public.flourish.studio/country-flags/svg/bg.svg"
"Spain",2016,"Israel",4,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Spain",2016,"Norway",7,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Spain",2016,"Australia",5,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Spain",2016,"Albania",6,"Jury","Low","ALB",41.1533,20.1683,"al","https://public.flourish.studio/country-flags/svg/al.svg"
"Spain",2016,"Italy",12,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Spain",2016,"Poland",5,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Spain",2016,"Hungary",5,"Jury","Low","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Spain",2016,"Sweden",1,"Jury","Low","SWE",60.1282,18.6435,"se","https://public.flourish.studio/country-flags/svg/se.svg"
"Latvia",2016,"Czech Republic",1,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
"Latvia",2016,"Ireland",1,"Jury","Low","IRL",53.4129,-8.2439,"ie","https://public.flourish.studio/country-flags/svg/ie.svg"
"Latvia",2016,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Latvia",2016,"Switzerland",3,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Latvia",2016,"Israel",5,"Jury","Low","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Latvia",2016,"Germany",2,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Latvia",2016,"Russia",3,"Jury","Low","RUS",61.524,105.3188,"ru","https://public.flourish.studio/country-flags/svg/ru.svg"
"Latvia",2016,"Lithuania",7,"Jury","Low","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Latvia",2016,"Macedonia",3,"Jury","Low","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Latvia",2016,"Estonia",8,"Jury","High","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Latvia",2016,"Ukraine",8,"Jury","High","UKR",48.3794,31.1656,"ua","https://public.flourish.studio/country-flags/svg/ua.svg"
"Latvia",2016,"Poland",6,"Jury","Low","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Latvia",2016,"Slovenia",7,"Jury","Low","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Latvia",2016,"Hungary",8,"Jury","High","HUN",47.1625,19.5033,"hu","https://public.flourish.studio/country-flags/svg/hu.svg"
"Ukraine",2016,"Azerbaijan",10,"Jury","High","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Ukraine",2016,"San Marino",12,"Jury","High","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Ukraine",2016,"Georgia",12,"Jury","High","GEO",42.3154,43.3569,"ge","https://public.flourish.studio/country-flags/svg/ge.svg"
"Ukraine",2016,"Bosnia and Herzegovina",12,"Jury","High","BIH",43.9159,17.6791,"ba","https://public.flourish.studio/country-flags/svg/ba.svg"
"Ukraine",2016,"Switzerland",6,"Jury","Low","CHE",46.8182,8.2275,"ch","https://public.flourish.studio/country-flags/svg/ch.svg"
"Ukraine",2016,"Denmark",12,"Jury","High","DNK",56.2639,9.5018,"dk","https://public.flourish.studio/country-flags/svg/dk.svg"
"Ukraine",2016,"Moldova",12,"Jury","High","MDA",47.4116,28.3699,"md","https://public.flourish.studio/country-flags/svg/md.svg"
"Ukraine",2016,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913,"nl","https://public.flourish.studio/country-flags/svg/nl.svg"
"Ukraine",2016,"Latvia",12,"Jury","High","LVA",56.8796,24.6032,"lv","https://public.flourish.studio/country-flags/svg/lv.svg"
"Ukraine",2016,"Israel",12,"Jury","High","ISR",31.0461,34.8516,"il","https://public.flourish.studio/country-flags/svg/il.svg"
"Ukraine",2016,"Belarus",7,"Jury","Low","BLR",53.9006,27.5766,"by","https://public.flourish.studio/country-flags/svg/by.svg"
"Ukraine",2016,"Germany",7,"Jury","Low","DEU",51.1657,10.4515,"de","https://public.flourish.studio/country-flags/svg/de.svg"
"Ukraine",2016,"Norway",4,"Jury","Low","NOR",60.472,8.4689,"no","https://public.flourish.studio/country-flags/svg/no.svg"
"Ukraine",2016,"Australia",2,"Jury","Low","AUS",-25.2744,133.7751,"au","https://public.flourish.studio/country-flags/svg/au.svg"
"Ukraine",2016,"Belgium",3,"Jury","Low","BEL",50.5039,4.4699,"be","https://public.flourish.studio/country-flags/svg/be.svg"
"Ukraine",2016,"United Kingdom",10,"Jury","High","GBR",55.3781,-3.436,"gb","https://public.flourish.studio/country-flags/svg/gb.svg"
"Ukraine",2016,"Greece",2,"Jury","Low","GRC",39.0742,21.8243,"gr","https://public.flourish.studio/country-flags/svg/gr.svg"
"Ukraine",2016,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813,"lt","https://public.flourish.studio/country-flags/svg/lt.svg"
"Ukraine",2016,"Serbia",12,"Jury","High","SRB",44.0165,20.907,"rs","https://public.flourish.studio/country-flags/svg/rs.svg"
"Ukraine",2016,"Macedonia",12,"Jury","High","MKD",41.6086,21.7453,"mk","https://public.flourish.studio/country-flags/svg/mk.svg"
"Ukraine",2016,"Estonia",7,"Jury","Low","EST",58.5953,25.0136,"ee","https://public.flourish.studio/country-flags/svg/ee.svg"
"Ukraine",2016,"Italy",10,"Jury","High","ITA",41.8719,12.5674,"it","https://public.flourish.studio/country-flags/svg/it.svg"
"Ukraine",2016,"Poland",12,"Jury","High","POL",51.9194,19.1451,"pl","https://public.flourish.studio/country-flags/svg/pl.svg"
"Ukraine",2016,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955,"si","https://public.flourish.studio/country-flags/svg/si.svg"
"Malta",2016,"Austria",10,"Jury","High","AUT",47.5162,14.5501,"at","https://public.flourish.studio/country-flags/svg/at.svg"
"Malta",2016,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208,"is","https://public.flourish.studio/country-flags/svg/is.svg"
"Malta",2016,"Azerbaijan",6,"Jury","Low","AZE",40.1431,47.5769,"az","https://public.flourish.studio/country-flags/svg/az.svg"
"Malta",2016,"San Marino",3,"Jury","Low","SMR",43.9334,12.4578,"sm","https://public.flourish.studio/country-flags/svg/sm.svg"
"Malta",2016,"Czech Republic",6,"Jury","Low","CZE",49.8175,15.473,"cz","https://public.flourish.studio/country-flags/svg/cz.svg"
