"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude"
"Malta",2016,"France",4,"Jury","Low","FRA",46.6034,2.2137
"Malta",2016,"Moldova",3,"Jury","Low","MDA",47.4116,28.3699
"Malta",2016,"Armenia",8,"Jury","High","ARM",40.0691,45.0382
"Malta",2016,"Cyprus",6,"Jury","Low","CYP",35.1264,33.4299
"Malta",2016,"Bulgaria",7,"Jury","Low","BGR",42.7339,25.4858
"Malta",2016,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032
"Malta",2016,"Belarus",5,"Jury","Low","BLR",53.9006,27.5766
"Malta",2016,"Russia",8,"Jury","High","RUS",61.524,105.3188
"Malta",2016,"Greece",4,"Jury","Low","GRC",39.0742,21.8243
"Malta",2016,"Serbia",10,"Jury","High","SRB",44.0165,20.907
"Malta",2016,"Albania",2,"Jury","Low","ALB",41.1533,20.1683
"Malta",2016,"Estonia",2,"Jury","Low","EST",58.5953,25.0136
"Malta",2016,"Italy",5,"Jury","Low","ITA",41.8719,12.5674
"Malta",2016,"Hungary",10,"Jury","High","HUN",47.1625,19.5033
"Malta",2016,"Montenegro",12,"Jury","High","MNE",42.7087,19.3744
"Malta",2016,"Sweden",7,"Jury","Low","SWE",60.1282,18.6435
"Georgia",2016,"San Marino",6,"Jury","Low","SMR",43.9334,12.4578
"Georgia",2016,"Armenia",10,"Jury","High","ARM",40.0691,45.0382
"Georgia",2016,"Bulgaria",3,"Jury","Low","BGR",42.7339,25.4858
"Georgia",2016,"Germany",8,"Jury","High","DEU",51.1657,10.4515
"Georgia",2016,"Russia",5,"Jury","Low","RUS",61.524,105.3188
"Georgia",2016,"Belgium",7,"Jury","Low","BEL",50.5039,4.4699
"Georgia",2016,"United Kingdom",12,"Jury","High","GBR",55.3781,-3.436
"Georgia",2016,"Greece",5,"Jury","Low","GRC",39.0742,21.8243
"Georgia",2016,"Lithuania",10,"Jury","High","LTU",55.1694,23.8813
"Georgia",2016,"Ukraine",3,"Jury","Low","UKR",48.3794,31.1656
"Georgia",2016,"Italy",3,"Jury","Low","ITA",41.8719,12.5674
"Georgia",2016,"Poland",8,"Jury","High","POL",51.9194,19.1451
"Austria",2016,"Iceland",1,"Jury","Low","ISL",64.9631,-19.0208
"Austria",2016,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578
"Austria",2016,"Finland",4,"Jury","Low","FIN",61.9241,25.7482
"Austria",2016,"Switzerland",4,"Jury","Low","CHE",46.8182,8.2275
"Austria",2016,"France",8,"Jury","High","FRA",46.6034,2.2137
"Austria",2016,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913
"Austria",2016,"Belgium",5,"Jury","Low","BEL",50.5039,4.4699
"United Kingdom",2016,"San Marino",8,"Jury","High","SMR",43.9334,12.4578
"United Kingdom",2016,"Czech Republic",4,"Jury","Low","CZE",49.8175,15.473
"United Kingdom",2016,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439
"United Kingdom",2016,"Malta",12,"Jury","High","MLT",35.9375,14.3754
"United Kingdom",2016,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018
"United Kingdom",2016,"Russia",6,"Jury","Low","RUS",61.524,105.3188
"United Kingdom",2016,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751
"United Kingdom",2016,"Serbia",2,"Jury","Low","SRB",44.0165,20.907
"United Kingdom",2016,"Albania",5,"Jury","Low","ALB",41.1533,20.1683
"United Kingdom",2016,"Estonia",3,"Jury","Low","EST",58.5953,25.0136
"Armenia",2016,"Austria",2,"Jury","Low","AUT",47.5162,14.5501
"Armenia",2016,"Bosnia and Herzegovina",2,"Jury","Low","BIH",43.9159,17.6791
"Armenia",2016,"Malta",7,"Jury","Low","MLT",35.9375,14.3754
"Armenia",2016,"Spain",12,"Jury","High","ESP",40.4637,-3.7492
"Armenia",2016,"France",2,"Jury","Low","FRA",46.6034,2.2137
"Armenia",2016,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699
"Armenia",2016,"Cyprus",8,"Jury","High","CYP",35.1264,33.4299
"Armenia",2016,"Bulgaria",12,"Jury","High","BGR",42.7339,25.4858
"Armenia",2016,"Netherlands",2,"Jury","Low","NLD",52.1326,5.2913
"Armenia",2016,"Latvia",6,"Jury","Low","LVA",56.8796,24.6032
"Armenia",2016,"Israel",2,"Jury","Low","ISR",31.0461,34.8516
"Armenia",2016,"Belarus",3,"Jury","Low","BLR",53.9006,27.5766
"Armenia",2016,"Russia",12,"Jury","High","RUS",61.524,105.3188
"Armenia",2016,"Croatia",4,"Jury","Low","HRV",45.1,15.2
"Armenia",2016,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Armenia",2016,"Lithuania",4,"Jury","Low","LTU",55.1694,23.8813
"Armenia",2016,"Serbia",3,"Jury","Low","SRB",44.0165,20.907
"Armenia",2016,"Slovenia",4,"Jury","Low","SVN",46.1512,14.9955
"Armenia",2016,"Hungary",1,"Jury","Low","HUN",47.1625,19.5033
"Armenia",2016,"Montenegro",10,"Jury","High","MNE",42.7087,19.3744
"Armenia",2016,"Sweden",4,"Jury","Low","SWE",60.1282,18.6435
"Israel",2017,"Azerbaijan",4,"Jury","Low","AZE",40.1431,47.5769
"Israel",2017,"Malta",7,"Jury","Low","MLT",35.9375,14.3754
"Israel",2017,"Norway",5,"Jury","Low","NOR",60.472,8.4689
"Israel",2017,"France",6,"Jury","Low","FRA",46.6034,2.2137
"Israel",2017,"Bulgaria",8,"Jury","High","BGR",42.7339,25.4858
"Israel",2017,"Serbia",1,"Jury","Low","SRB",44.0165,20.907
"Israel",2017,"Belarus",1,"Jury","Low","BLR",53.9006,27.5766
"Israel",2017,"Romania",2,"Jury","Low","ROU",45.9432,24.9668
"Poland",2017,"Azerbaijan",6,"Jury","Low","AZE",40.1431,47.5769
"Poland",2017,"San Marino",1,"Jury","Low","SMR",43.9334,12.4578
"Poland",2017,"Bulgaria",7,"Jury","Low","BGR",42.7339,25.4858
"Poland",2017,"Australia",2,"Jury","Low","AUS",-25.2744,133.7751
"Poland",2017,"Belarus",2,"Jury","Low","BLR",53.9006,27.5766
"Poland",2017,"Slovenia",4,"Jury","Low","SVN",46.1512,14.9955
"Poland",2017,"Czech Republic",1,"Jury","Low","CZE",49.8175,15.473
"Belarus",2017,"Azerbaijan",12,"Jury","High","AZE",40.1431,47.5769
"Belarus",2017,"Latvia",2,"Jury","Low","LVA",56.8796,24.6032
"Belarus",2017,"Israel",1,"Jury","Low","ISR",31.0461,34.8516
"Belarus",2017,"Malta",2,"Jury","Low","MLT",35.9375,14.3754
"Belarus",2017,"Austria",7,"Jury","Low","AUT",47.5162,14.5501
"Belarus",2017,"Greece",3,"Jury","Low","GRC",39.0742,21.8243
"Belarus",2017,"Moldova",3,"Jury","Low","MDA",47.4116,28.3699
"Belarus",2017,"Bulgaria",2,"Jury","Low","BGR",42.7339,25.4858
"Belarus",2017,"United Kingdom",1,"Jury","Low","GBR",55.3781,-3.436
"Belarus",2017,"Croatia",5,"Jury","Low","HRV",45.1,15.2
"Belarus",2017,"Ukraine",12,"Jury","High","UKR",48.3794,31.1656
"Austria",2017,"Sweden",4,"Jury","Low","SWE",60.1282,18.6435
"Austria",2017,"Latvia",6,"Jury","Low","LVA",56.8796,24.6032
"Austria",2017,"Montenegro",1,"Jury","Low","MNE",42.7087,19.3744
"Austria",2017,"Denmark",7,"Jury","Low","DNK",56.2639,9.5018
"Austria",2017,"Spain",3,"Jury","Low","ESP",40.4637,-3.7492
"Austria",2017,"France",1,"Jury","Low","FRA",46.6034,2.2137
"Austria",2017,"Lithuania",5,"Jury","Low","LTU",55.1694,23.8813
"Austria",2017,"Moldova",2,"Jury","Low","MDA",47.4116,28.3699
"Austria",2017,"Armenia",1,"Jury","Low","ARM",40.0691,45.0382
"Austria",2017,"Bulgaria",12,"Jury","High","BGR",42.7339,25.4858
"Austria",2017,"Serbia",4,"Jury","Low","SRB",44.0165,20.907
"Austria",2017,"Australia",3,"Jury","Low","AUS",-25.2744,133.7751
"Austria",2017,"Italy",1,"Jury","Low","ITA",41.8719,12.5674
"Austria",2017,"Germany",2,"Jury","Low","DEU",51.1657,10.4515
"Austria",2017,"Portugal",10,"Jury","High","PRT",39.3999,-8.2245
"Austria",2017,"Netherlands",3,"Jury","Low","NLD",52.1326,5.2913
"Austria",2017,"Ireland",7,"Jury","Low","IRL",53.4129,-8.2439
"Austria",2017,"Georgia",5,"Jury","Low","GEO",42.3154,43.3569
"Austria",2017,"Belarus",4,"Jury","Low","BLR",53.9006,27.5766
"Austria",2017,"Romania",1,"Jury","Low","ROU",45.9432,24.9668
"Austria",2017,"Belgium",3,"Jury","Low","BEL",50.5039,4.4699
"Austria",2017,"United Kingdom",3,"Jury","Low","GBR",55.3781,-3.436
"Austria",2017,"Croatia",1,"Jury","Low","HRV",45.1,15.2
"Austria",2017,"Czech Republic",4,"Jury","Low","CZE",49.8175,15.473
"Armenia",2017,"San Marino",4,"Jury","Low","SMR",43.9334,12.4578
"Armenia",2017,"Montenegro",4,"Jury","Low","MNE",42.7087,19.3744
"Armenia",2017,"Albania",7,"Jury","Low","ALB",41.1533,20.1683
"Armenia",2017,"Malta",1,"Jury","Low","MLT",35.9375,14.3754
"Armenia",2017,"Denmark",1,"Jury","Low","DNK",56.2639,9.5018
"Armenia",2017,"Greece",8,"Jury","High","GRC",39.0742,21.8243
"Armenia",2017,"Lithuania",3,"Jury","Low","LTU",55.1694,23.8813
"Armenia",2017,"Moldova",6,"Jury","Low","MDA",47.4116,28.3699
"Armenia",2017,"Bulgaria",4,"Jury","Low","BGR",42.7339,25.4858
"Armenia",2017,"Serbia",5,"Jury","Low","SRB",44.0165,20.907
"Armenia",2017,"Australia",1,"Jury","Low","AUS",-25.2744,133.7751
"Armenia",2017,"Italy",4,"Jury","Low","ITA",41.8719,12.5674
"Armenia",2017,"Georgia",3,"Jury","Low","GEO",42.3154,43.3569
"Armenia",2017,"Hungary",2,"Jury","Low","HUN",47.1625,19.5033
"Armenia",2017,"Slovenia",3,"Jury","Low","SVN",46.1512,14.9955
"Armenia",2017,"Poland",2,"Jury","Low","POL",51.9194,19.1451
"Netherlands",2017,"Sweden",3,"Jury","Low","SWE",60.1282,18.6435
"Netherlands",2017,"San Marino",7,"Jury","Low","SMR",43.9334,12.4578
"Netherlands",2017,"Denmark",5,"Jury","Low","DNK",56.2639,9.5018
"Netherlands",2017,"Austria",12,"Jury","High","AUT",47.5162,14.5501
"Netherlands",2017,"Norway",4,"Jury","Low","NOR",60.472,8.4689
"Netherlands",2017,"Spain",1,"Jury","Low","ESP",40.4637,-3.7492
"Netherlands",2017,"France",4,"Jury","Low","FRA",46.6034,2.2137
"Netherlands",2017,"Lithuania",2,"Jury","Low","LTU",55.1694,23.8813
"Netherlands",2017,"Estonia",4,"Jury","Low","EST",58.5953,25.0136
"Netherlands",2017,"Bulgaria",10,"Jury","High","BGR",42.7339,25.4858
"Netherlands",2017,"Australia",4,"Jury","Low","AUS",-25.2744,133.7751
"Netherlands",2017,"Germany",7,"Jury","Low","DEU",51.1657,10.4515
"Netherlands",2017,"Portugal",3,"Jury","Low","PRT",39.3999,-8.2245
"Netherlands",2017,"Switzerland",7,"Jury","Low","CHE",46.8182,8.2275
"Netherlands",2017,"Ireland",4,"Jury","Low","IRL",53.4129,-8.2439
"Netherlands",2017,"Georgia",1,"Jury","Low","GEO",42.3154,43.3569
"Netherlands",2017,"Belarus",5,"Jury","Low","BLR",53.9006,27.5766
"Netherlands",2017,"Romania",12,"Jury","High","ROU",45.9432,24.9668
"Netherlands",2017,"Hungary",8,"Jury","High","HUN",47.1625,19.5033
"Netherlands",2017,"Slovenia",1,"Jury","Low","SVN",46.1512,14.9955
"Netherlands",2017,"Poland",8,"Jury","High","POL",51.9194,19.1451
"Netherlands",2017,"United Kingdom",4,"Jury","Low","GBR",55.3781,-3.436
"Netherlands",2017,"Croatia",8,"Jury","High","HRV",45.1,15.2
"Netherlands",2017,"Czech Republic",8,"Jury","High","CZE",49.8175,15.473
"Netherlands",2017,"Ukraine",3,"Jury","Low","UKR",48.3794,31.1656
"Moldova",2017,"Sweden",8,"Jury","High","SWE",60.1282,18.6435
"Moldova",2017,"Azerbaijan",10,"Jury","High","AZE",40.1431,47.5769
"Moldova",2017,"Latvia",1,"Jury","Low","LVA",56.8796,24.6032
"Moldova",2017,"Israel",3,"Jury","Low","ISR",31.0461,34.8516
"Moldova",2017,"Macedonia",6,"Jury","Low","MKD",41.6086,21.7453
"Moldova",2017,"Denmark",3,"Jury","Low","DNK",56.2639,9.5018
"Moldova",2017,"Norway",2,"Jury","Low","NOR",60.472,8.4689
"Moldova",2017,"Spain",7,"Jury","Low","ESP",40.4637,-3.7492
"Moldova",2017,"Finland",3,"Jury","Low","FIN",61.9241,25.7482
"Moldova",2017,"Greece",7,"Jury","Low","GRC",39.0742,21.8243
"Moldova",2017,"Armenia",8,"Jury","High","ARM",40.0691,45.0382
"Moldova",2017,"Serbia",7,"Jury","Low","SRB",44.0165,20.907
"Moldova",2017,"Australia",10,"Jury","High","AUS",-25.2744,133.7751
"Moldova",2017,"Italy",8,"Jury","High","ITA",41.8719,12.5674
"Moldova",2017,"Portugal",6,"Jury","Low","PRT",39.3999,-8.2245
"Moldova",2017,"Romania",8,"Jury","High","ROU",45.9432,24.9668
"Moldova",2017,"United Kingdom",6,"Jury","Low","GBR",55.3781,-3.436
"Moldova",2017,"Czech Republic",3,"Jury","Low","CZE",49.8175,15.473
"Moldova",2017,"Ukraine",4,"Jury","Low","UKR",48.3794,31.1656
"Hungary",2017,"Malta",3,"Jury","Low","MLT",35.9375,14.3754
"Hungary",2017,"Austria",5,"Jury","Low","AUT",47.5162,14.5501
"Hungary",2017,"Estonia",1,"Jury","Low","EST",58.5953,25.0136
"Hungary",2017,"Moldova",1,"Jury","Low","MDA",47.4116,28.3699
"Hungary",2017,"Iceland",4,"Jury","Low","ISL",64.9631,-19.0208
"Hungary",2017,"Serbia",10,"Jury","High","SRB",44.0165,20.907
"Hungary",2017,"Germany",1,"Jury","Low","DEU",51.1657,10.4515
"Hungary",2017,"Switzerland",3,"Jury","Low","CHE",46.8182,8.2275
"Hungary",2017,"Croatia",12,"Jury","High","HRV",45.1,15.2
"Hungary",2017,"Ukraine",8,"Jury","High","UKR",48.3794,31.1656
"Italy",2017,"Sweden",6,"Jury","Low","SWE",60.1282,18.6435
"Italy",2017,"San Marino",3,"Jury","Low","SMR",43.9334,12.4578
"Italy",2017,"Israel",2,"Jury","Low","ISR",31.0461,34.8516
"Italy",2017,"Montenegro",8,"Jury","High","MNE",42.7087,19.3744
"Italy",2017,"Albania",12,"Jury","High","ALB",41.1533,20.1683
"Italy",2017,"Malta",12,"Jury","High","MLT",35.9375,14.3754
"Italy",2017,"Austria",6,"Jury","Low","AUT",47.5162,14.5501
"Italy",2017,"Norway",7,"Jury","Low","NOR",60.472,8.4689
"Italy",2017,"Spain",10,"Jury","High","ESP",40.4637,-3.7492
"Italy",2017,"Finland",7,"Jury","Low","FIN",61.9241,25.7482
"Italy",2017,"France",10,"Jury","High","FRA",46.6034,2.2137
"Italy",2017,"Greece",4,"Jury","Low","GRC",39.0742,21.8243
"Italy",2017,"Lithuania",8,"Jury","High","LTU",55.1694,23.8813
"Italy",2017,"Armenia",2,"Jury","Low","ARM",40.0691,45.0382
"Italy",2017,"Iceland",5,"Jury","Low","ISL",64.9631,-19.0208
"Italy",2017,"Serbia",8,"Jury","High","SRB",44.0165,20.907
"Italy",2017,"Switzerland",2,"Jury","Low","CHE",46.8182,8.2275
"Italy",2017,"Georgia",2,"Jury","Low","GEO",42.3154,43.3569
"Italy",2017,"Cyprus",10,"Jury","High","CYP",35.1264,33.4299
"Italy",2017,"Slovenia",2,"Jury","Low","SVN",46.1512,14.9955
"Denmark",2017,"Sweden",5,"Jury","Low","SWE",60.1282,18.6435
"Denmark",2017,"Macedonia",7,"Jury","Low","MKD",41.6086,21.7453
"Denmark",2017,"Norway",8,"Jury","High","NOR",60.472,8.4689
"Denmark",2017,"Finland",4,"Jury","Low","FIN",61.9241,25.7482
"Denmark",2017,"Estonia",5,"Jury","Low","EST",58.5953,25.0136
"Denmark",2017,"Iceland",3,"Jury","Low","ISL",64.9631,-19.0208
"Denmark",2017,"Australia",5,"Jury","Low","AUS",-25.2744,133.7751
"Denmark",2017,"Netherlands",8,"Jury","High","NLD",52.1326,5.2913
"Denmark",2017,"Belarus",3,"Jury","Low","BLR",53.9006,27.5766
"Denmark",2017,"Romania",5,"Jury","Low","ROU",45.9432,24.9668
"Denmark",2017,"Hungary",5,"Jury","Low","HUN",47.1625,19.5033
"Denmark",2017,"United Kingdom",2,"Jury","Low","GBR",55.3781,-3.436
"Denmark",2017,"Croatia",3,"Jury","Low","HRV",45.1,15.2
"Denmark",2017,"Czech Republic",6,"Jury","Low","CZE",49.8175,15.473
"Portugal",2017,"Sweden",12,"Jury","High","SWE",60.1282,18.6435
"Portugal",2017,"Azerbaijan",8,"Jury","High","AZE",40.1431,47.5769
"Portugal",2017,"San Marino",12,"Jury","High","SMR",43.9334,12.4578
"Portugal",2017,"Latvia",12,"Jury","High","LVA",56.8796,24.6032
"Portugal",2017,"Israel",12,"Jury","High","ISR",31.0461,34.8516
"Portugal",2017,"Albania",6,"Jury","Low","ALB",41.1533,20.1683
"Portugal",2017,"Malta",10,"Jury","High","MLT",35.9375,14.3754
"Portugal",2017,"Macedonia",10,"Jury","High","MKD",41.6086,21.7453
"Portugal",2017,"Denmark",10,"Jury","High","DNK",56.2639,9.5018
"Portugal",2017,"Austria",8,"Jury","High","AUT",47.5162,14.5501
"Portugal",2017,"Norway",10,"Jury","High","NOR",60.472,8.4689
"Portugal",2017,"Spain",12,"Jury","High","ESP",40.4637,-3.7492
"Portugal",2017,"Finland",8,"Jury","High","FIN",61.9241,25.7482
"Portugal",2017,"France",12,"Jury","High","FRA",46.6034,2.2137
"Portugal",2017,"Greece",5,"Jury","Low","GRC",39.0742,21.8243
"Portugal",2017,"Lithuania",12,"Jury","High","LTU",55.1694,23.8813
"Portugal",2017,"Estonia",8,"Jury","High","EST",58.5953,25.0136
"Portugal",2017,"Moldova",7,"Jury","Low","MDA",47.4116,28.3699
"Portugal",2017,"Armenia",12,"Jury","High","ARM",40.0691,45.0382
"Portugal",2017,"Iceland",12,"Jury","High","ISL",64.9631,-19.0208
"Portugal",2017,"Serbia",12,"Jury","High","SRB",44.0165,20.907
"Portugal",2017,"Australia",7,"Jury","Low","AUS",-25.2744,133.7751
"Portugal",2017,"Italy",5,"Jury","Low","ITA",41.8719,12.5674
"Portugal",2017,"Germany",10,"Jury","High","DEU",51.1657,10.4515
"Portugal",2017,"Switzerland",12,"Jury","High","CHE",46.8182,8.2275
"Portugal",2017,"Netherlands",12,"Jury","High","NLD",52.1326,5.2913
"Portugal",2017,"Ireland",5,"Jury","Low","IRL",53.4129,-8.2439
"Portugal",2017,"Georgia",12,"Jury","High","GEO",42.3154,43.3569
"Portugal",2017,"Cyprus",8,"Jury","High","CYP",35.1264,33.4299
"Portugal",2017,"Belarus",10,"Jury","High","BLR",53.9006,27.5766
"Portugal",2017,"Romania",6,"Jury","Low","ROU",45.9432,24.9668
"Portugal",2017,"Hungary",12,"Jury","High","HUN",47.1625,19.5033
"Portugal",2017,"Slovenia",12,"Jury","High","SVN",46.1512,14.9955
"Portugal",2017,"Belgium",8,"Jury","High","BEL",50.5039,4.4699
"Portugal",2017,"Poland",12,"Jury","High","POL",51.9194,19.1451
"Portugal",2017,"United Kingdom",12,"Jury","High","GBR",55.3781,-3.436
"Portugal",2017,"Croatia",7,"Jury","Low","HRV",45.1,15.2
"Portugal",2017,"Czech Republic",12,"Jury","High","CZE",49.8175,15.473
"Portugal",2017,"Ukraine",10,"Jury","High","UKR",48.3794,31.1656
"Azerbaijan",2017,"San Marino",5,"Jury","Low","SMR",43.9334,12.4578
"Azerbaijan",2017,"Albania",2,"Jury","Low","ALB",41.1533,20.1683
"Azerbaijan",2017,"Greece",10,"Jury","High","GRC",39.0742,21.8243
"Azerbaijan",2017,"Moldova",5,"Jury","Low","MDA",47.4116,28.3699
"Azerbaijan",2017,"Bulgaria",5,"Jury","Low","BGR",42.7339,25.4858
"Azerbaijan",2017,"Italy",12,"Jury","High","ITA",41.8719,12.5674
"Azerbaijan",2017,"Portugal",12,"Jury","High","PRT",39.3999,-8.2245
"Azerbaijan",2017,"Ireland",1,"Jury","Low","IRL",53.4129,-8.2439
"Azerbaijan",2017,"Georgia",10,"Jury","High","GEO",42.3154,43.3569
"Azerbaijan",2017,"Cyprus",1,"Jury","Low","CYP",35.1264,33.4299
"Azerbaijan",2017,"Hungary",4,"Jury","Low","HUN",47.1625,19.5033
"Azerbaijan",2017,"Belgium",4,"Jury","Low","BEL",50.5039,4.4699
"Azerbaijan",2017,"Poland",1,"Jury","Low","POL",51.9194,19.1451
"Azerbaijan",2017,"Ukraine",6,"Jury","Low","UKR",48.3794,31.1656
"Croatia",2017,"Azerbaijan",1,"Jury","Low","AZE",40.1431,47.5769
"Croatia",2017,"Montenegro",5,"Jury","Low","MNE",42.7087,19.3744
"Croatia",2017,"Malta",6,"Jury","Low","MLT",35.9375,14.3754
"Croatia",2017,"Germany",3,"Jury","Low","DEU",51.1657,10.4515
"Croatia",2017,"Romania",3,"Jury","Low","ROU",45.9432,24.9668
"Croatia",2017,"Ukraine",7,"Jury","Low","UKR",48.3794,31.1656
"Australia",2017,"Sweden",10,"Jury","High","SWE",60.1282,18.6435
"Australia",2017,"Latvia",5,"Jury","Low","LVA",56.8796,24.6032
"Australia",2017,"Albania",4,"Jury","Low","ALB",41.1533,20.1683
"Australia",2017,"Macedonia",8,"Jury","High","MKD",41.6086,21.7453
"Australia",2017,"Denmark",8,"Jury","High","DNK",56.2639,9.5018
"Australia",2017,"Norway",3,"Jury","Low","NOR",60.472,8.4689
"Australia",2017,"Spain",8,"Jury","High","ESP",40.4637,-3.7492
"Australia",2017,"Finland",10,"Jury","High","FIN",61.9241,25.7482
"Australia",2017,"France",2,"Jury","Low","FRA",46.6034,2.2137
"Australia",2017,"Lithuania",1,"Jury","Low","LTU",55.1694,23.8813
"Australia",2017,"Estonia",7,"Jury","Low","EST",58.5953,25.0136
"Australia",2017,"Moldova",4,"Jury","Low","MDA",47.4116,28.3699
"Australia",2017,"Iceland",10,"Jury","High","ISL",64.9631,-19.0208
"Australia",2017,"Serbia",3,"Jury","Low","SRB",44.0165,20.907
"Australia",2017,"Germany",5,"Jury","Low","DEU",51.1657,10.4515
"Australia",2017,"Portugal",5,"Jury","Low","PRT",39.3999,-8.2245
"Australia",2017,"Switzerland",4,"Jury","Low","CHE",46.8182,8.2275
"Australia",2017,"Netherlands",4,"Jury","Low","NLD",52.1326,5.2913
"Australia",2017,"Cyprus",4,"Jury","Low","CYP",35.1264,33.4299
"Australia",2017,"Belarus",7,"Jury","Low","BLR",53.9006,27.5766
"Australia",2017,"Romania",4,"Jury","Low","ROU",45.9432,24.9668
"Australia",2017,"Hungary",7,"Jury","Low","HUN",47.1625,19.5033
"Australia",2017,"Slovenia",7,"Jury","Low","SVN",46.1512,14.9955
"Australia",2017,"Belgium",6,"Jury","Low","BEL",50.5039,4.4699
"Australia",2017,"Poland",7,"Jury","Low","POL",51.9194,19.1451
"Australia",2017,"United Kingdom",10,"Jury","High","GBR",55.3781,-3.436
"Australia",2017,"Croatia",6,"Jury","Low","HRV",45.1,15.2
"Australia",2017,"Czech Republic",10,"Jury","High","CZE",49.8175,15.473
"Australia",2017,"Ukraine",2,"Jury","Low","UKR",48.3794,31.1656
"Greece",2017,"Azerbaijan",5,"Jury","Low","AZE",40.1431,47.5769
"Greece",2017,"Montenegro",12,"Jury","High","MNE",42.7087,19.3744
"Greece",2017,"Albania",1,"Jury","Low","ALB",41.1533,20.1683
"Greece",2017,"Spain",2,"Jury","Low","ESP",40.4637,-3.7492
"Greece",2017,"Armenia",10,"Jury","High","ARM",40.0691,45.0382
"Greece",2017,"Bulgaria",6,"Jury","Low","BGR",42.7339,25.4858
"Greece",2017,"Cyprus",12,"Jury","High","CYP",35.1264,33.4299
"Norway",2017,"San Marino",10,"Jury","High","SMR",43.9334,12.4578
"Norway",2017,"Latvia",7,"Jury","Low","LVA",56.8796,24.6032
"Norway",2017,"Israel",5,"Jury","Low","ISR",31.0461,34.8516
"Norway",2017,"Macedonia",2,"Jury","Low","MKD",41.6086,21.7453
"Norway",2017,"Denmark",6,"Jury","Low","DNK",56.2639,9.5018
"Norway",2017,"Austria",3,"Jury","Low","AUT",47.5162,14.5501
"Norway",2017,"Finland",1,"Jury","Low","FIN",61.9241,25.7482
"Norway",2017,"France",7,"Jury","Low","FRA",46.6034,2.2137
"Norway",2017,"Lithuania",10,"Jury","High","LTU",55.1694,23.8813
"Norway",2017,"Estonia",10,"Jury","High","EST",58.5953,25.0136
"Norway",2017,"Armenia",5,"Jury","Low","ARM",40.0691,45.0382
"Norway",2017,"Iceland",1,"Jury","Low","ISL",64.9631,-19.0208
"Norway",2017,"Italy",3,"Jury","Low","ITA",41.8719,12.5674
"Norway",2017,"Germany",12,"Jury","High","DEU",51.1657,10.4515
"Norway",2017,"Portugal",2,"Jury","Low","PRT",39.3999,-8.2245
"Norway",2017,"Switzerland",5,"Jury","Low","CHE",46.8182,8.2275
"Norway",2017,"Netherlands",7,"Jury","Low","NLD",52.1326,5.2913
"Norway",2017,"Ireland",2,"Jury","Low","IRL",53.4129,-8.2439
"Norway",2017,"Georgia",7,"Jury","Low","GEO",42.3154,43.3569
"Norway",2017,"Belarus",6,"Jury","Low","BLR",53.9006,27.5766
"Norway",2017,"Hungary",6,"Jury","Low","HUN",47.1625,19.5033
"Norway",2017,"Belgium",7,"Jury","Low","BEL",50.5039,4.4699
"Norway",2017,"Poland",3,"Jury","Low","POL",51.9194,19.1451
"Norway",2017,"Croatia",2,"Jury","Low","HRV",45.1,15.2
"United Kingdom",2017,"San Marino",6,"Jury","Low","SMR",43.9334,12.4578
"United Kingdom",2017,"Latvia",4,"Jury","Low","LVA",56.8796,24.6032
"United Kingdom",2017,"Albania",8,"Jury","High","ALB",41.1533,20.1683
"United Kingdom",2017,"Macedonia",3,"Jury","Low","MKD",41.6086,21.7453
