"Contestant","Year","Source_country","Points","Vote_type","Points_type","country_code","latitude","longitude"
"Spain",2022,"Israel",8,"Televote","High","ISR",31.0461,34.8516
"Spain",2022,"Poland",6,"Televote","Low","POL",51.9194,19.1451
"Spain",2022,"Greece",12,"Televote","High","GRC",39.0742,21.8243
"Spain",2022,"Moldova",8,"Televote","High","MDA",47.4116,28.3699
"Spain",2022,"Bulgaria",8,"Televote","High","BGR",42.7339,25.4858
"Spain",2022,"Serbia",10,"Televote","High","SRB",44.0165,20.907
"Spain",2022,"Iceland",3,"Televote","Low","ISL",64.9631,-19.0208
"Spain",2022,"Cyprus",8,"Televote","High","CYP",35.1264,33.4299
"Spain",2022,"Latvia",4,"Televote","Low","LVA",56.8796,24.6032
"Spain",2022,"Switzerland",6,"Televote","Low","CHE",46.8182,8.2275
"Spain",2022,"Denmark",1,"Televote","Low","DNK",56.2639,9.5018
"Spain",2022,"France",7,"Televote","Low","FRA",46.6034,2.2137
"Spain",2022,"Armenia",8,"Televote","High","ARM",40.0691,45.0382
"Spain",2022,"Montenegro",8,"Televote","High","MNE",42.7087,19.3744
"Spain",2022,"Romania",8,"Televote","High","ROU",45.9432,24.9668
"Spain",2022,"Ireland",5,"Televote","Low","IRL",53.4129,-8.2439
"Spain",2022,"Slovenia",4,"Televote","Low","SVN",46.1512,14.9955
"Spain",2022,"Georgia",6,"Televote","Low","GEO",42.3154,43.3569
"Spain",2022,"Croatia",7,"Televote","Low","HRV",45.1,15.2
"Spain",2022,"Lithuania",6,"Televote","Low","LTU",55.1694,23.8813
"Spain",2022,"Austria",1,"Televote","Low","AUT",47.5162,14.5501
"Spain",2022,"Finland",3,"Televote","Low","FIN",61.9241,25.7482
"Spain",2022,"United Kingdom",5,"Televote","Low","GBR",55.3781,-3.436
"Spain",2022,"Sweden",2,"Televote","Low","SWE",60.1282,18.6435
"Spain",2022,"Australia",6,"Televote","Low","AUS",-25.2744,133.7751
"Spain",2022,"Czech Republic",6,"Televote","Low","CZE",49.8175,15.473
"Netherlands",2022,"Ukraine",3,"Televote","Low","UKR",48.3794,31.1656
"Netherlands",2022,"Albania",6,"Televote","Low","ALB",41.1533,20.1683
"Netherlands",2022,"Estonia",3,"Televote","Low","EST",58.5953,25.0136
"Netherlands",2022,"Portugal",4,"Televote","Low","PRT",39.3999,-8.2245
"Netherlands",2022,"Germany",4,"Televote","Low","DEU",51.1657,10.4515
"Netherlands",2022,"Belgium",10,"Televote","High","BEL",50.5039,4.4699
"Netherlands",2022,"Israel",2,"Televote","Low","ISR",31.0461,34.8516
"Netherlands",2022,"Iceland",5,"Televote","Low","ISL",64.9631,-19.0208
"Netherlands",2022,"Slovenia",1,"Televote","Low","SVN",46.1512,14.9955
"Netherlands",2022,"Lithuania",1,"Televote","Low","LTU",55.1694,23.8813
"Netherlands",2022,"Sweden",1,"Televote","Low","SWE",60.1282,18.6435
"Netherlands",2022,"Italy",2,"Televote","Low","ITA",41.8719,12.5674
"Ukraine",2022,"Netherlands",12,"Televote","High","NLD",52.1326,5.2913
"Ukraine",2022,"San Marino",12,"Televote","High","SMR",43.9334,12.4578
"Ukraine",2022,"North Macedonia",8,"Televote","High","MKD",41.6086,21.7453
"Ukraine",2022,"Malta",8,"Televote","High","MLT",35.9375,14.3754
"Ukraine",2022,"Albania",10,"Televote","High","ALB",41.1533,20.1683
"Ukraine",2022,"Estonia",12,"Televote","High","EST",58.5953,25.0136
"Ukraine",2022,"Azerbaijan",12,"Televote","High","AZE",40.1431,47.5769
"Ukraine",2022,"Portugal",12,"Televote","High","PRT",39.3999,-8.2245
"Ukraine",2022,"Germany",12,"Televote","High","DEU",51.1657,10.4515
"Ukraine",2022,"Belgium",12,"Televote","High","BEL",50.5039,4.4699
"Ukraine",2022,"Norway",12,"Televote","High","NOR",60.472,8.4689
"Ukraine",2022,"Israel",12,"Televote","High","ISR",31.0461,34.8516
"Ukraine",2022,"Poland",12,"Televote","High","POL",51.9194,19.1451
"Ukraine",2022,"Greece",10,"Televote","High","GRC",39.0742,21.8243
"Ukraine",2022,"Moldova",12,"Televote","High","MDA",47.4116,28.3699
"Ukraine",2022,"Bulgaria",12,"Televote","High","BGR",42.7339,25.4858
"Ukraine",2022,"Serbia",7,"Televote","Low","SRB",44.0165,20.907
"Ukraine",2022,"Iceland",12,"Televote","High","ISL",64.9631,-19.0208
"Ukraine",2022,"Cyprus",12,"Televote","High","CYP",35.1264,33.4299
"Ukraine",2022,"Latvia",12,"Televote","High","LVA",56.8796,24.6032
"Ukraine",2022,"Spain",12,"Televote","High","ESP",40.4637,-3.7492
"Ukraine",2022,"Switzerland",10,"Televote","High","CHE",46.8182,8.2275
"Ukraine",2022,"Denmark",12,"Televote","High","DNK",56.2639,9.5018
"Ukraine",2022,"France",12,"Televote","High","FRA",46.6034,2.2137
"Ukraine",2022,"Armenia",10,"Televote","High","ARM",40.0691,45.0382
"Ukraine",2022,"Montenegro",10,"Televote","High","MNE",42.7087,19.3744
"Ukraine",2022,"Romania",10,"Televote","High","ROU",45.9432,24.9668
"Ukraine",2022,"Ireland",12,"Televote","High","IRL",53.4129,-8.2439
"Ukraine",2022,"Slovenia",10,"Televote","High","SVN",46.1512,14.9955
"Ukraine",2022,"Georgia",12,"Televote","High","GEO",42.3154,43.3569
"Ukraine",2022,"Croatia",10,"Televote","High","HRV",45.1,15.2
"Ukraine",2022,"Lithuania",12,"Televote","High","LTU",55.1694,23.8813
"Ukraine",2022,"Austria",12,"Televote","High","AUT",47.5162,14.5501
"Ukraine",2022,"Finland",12,"Televote","High","FIN",61.9241,25.7482
"Ukraine",2022,"United Kingdom",12,"Televote","High","GBR",55.3781,-3.436
"Ukraine",2022,"Sweden",12,"Televote","High","SWE",60.1282,18.6435
"Ukraine",2022,"Australia",12,"Televote","High","AUS",-25.2744,133.7751
"Ukraine",2022,"Czech Republic",12,"Televote","High","CZE",49.8175,15.473
"Ukraine",2022,"Italy",12,"Televote","High","ITA",41.8719,12.5674
"Germany",2022,"Estonia",2,"Televote","Low","EST",58.5953,25.0136
"Germany",2022,"Switzerland",2,"Televote","Low","CHE",46.8182,8.2275
"Germany",2022,"Austria",2,"Televote","Low","AUT",47.5162,14.5501
"Lithuania",2022,"North Macedonia",1,"Televote","Low","MKD",41.6086,21.7453
"Lithuania",2022,"Ukraine",10,"Televote","High","UKR",48.3794,31.1656
"Lithuania",2022,"Estonia",7,"Televote","Low","EST",58.5953,25.0136
"Lithuania",2022,"Portugal",1,"Televote","Low","PRT",39.3999,-8.2245
"Lithuania",2022,"Norway",10,"Televote","High","NOR",60.472,8.4689
"Lithuania",2022,"Poland",2,"Televote","Low","POL",51.9194,19.1451
"Lithuania",2022,"Moldova",4,"Televote","Low","MDA",47.4116,28.3699
"Lithuania",2022,"Serbia",3,"Televote","Low","SRB",44.0165,20.907
"Lithuania",2022,"Iceland",2,"Televote","Low","ISL",64.9631,-19.0208
"Lithuania",2022,"Cyprus",2,"Televote","Low","CYP",35.1264,33.4299
"Lithuania",2022,"Latvia",10,"Televote","High","LVA",56.8796,24.6032
"Lithuania",2022,"Denmark",7,"Televote","Low","DNK",56.2639,9.5018
"Lithuania",2022,"Armenia",2,"Televote","Low","ARM",40.0691,45.0382
"Lithuania",2022,"Ireland",8,"Televote","High","IRL",53.4129,-8.2439
"Lithuania",2022,"Slovenia",2,"Televote","Low","SVN",46.1512,14.9955
"Lithuania",2022,"Georgia",5,"Televote","Low","GEO",42.3154,43.3569
"Lithuania",2022,"Croatia",3,"Televote","Low","HRV",45.1,15.2
"Lithuania",2022,"Finland",2,"Televote","Low","FIN",61.9241,25.7482
"Lithuania",2022,"United Kingdom",7,"Televote","Low","GBR",55.3781,-3.436
"Lithuania",2022,"Sweden",3,"Televote","Low","SWE",60.1282,18.6435
"Lithuania",2022,"Australia",2,"Televote","Low","AUS",-25.2744,133.7751
"Azerbaijan",2022,"Georgia",3,"Televote","Low","GEO",42.3154,43.3569
"Belgium",2022,"Netherlands",4,"Televote","Low","NLD",52.1326,5.2913
"Belgium",2022,"Moldova",1,"Televote","Low","MDA",47.4116,28.3699
"Greece",2022,"San Marino",7,"Televote","Low","SMR",43.9334,12.4578
"Greece",2022,"Albania",12,"Televote","High","ALB",41.1533,20.1683
"Greece",2022,"Azerbaijan",3,"Televote","Low","AZE",40.1431,47.5769
"Greece",2022,"Norway",7,"Televote","Low","NOR",60.472,8.4689
"Greece",2022,"Bulgaria",6,"Televote","Low","BGR",42.7339,25.4858
"Greece",2022,"Cyprus",10,"Televote","High","CYP",35.1264,33.4299
"Greece",2022,"Armenia",3,"Televote","Low","ARM",40.0691,45.0382
"Greece",2022,"Slovenia",8,"Televote","High","SVN",46.1512,14.9955
"Greece",2022,"Georgia",1,"Televote","Low","GEO",42.3154,43.3569
"Iceland",2022,"Ukraine",8,"Televote","High","UKR",48.3794,31.1656
"Iceland",2022,"Denmark",2,"Televote","Low","DNK",56.2639,9.5018
"Moldova",2022,"Netherlands",10,"Televote","High","NLD",52.1326,5.2913
"Moldova",2022,"San Marino",4,"Televote","Low","SMR",43.9334,12.4578
"Moldova",2022,"North Macedonia",7,"Televote","Low","MKD",41.6086,21.7453
"Moldova",2022,"Ukraine",6,"Televote","Low","UKR",48.3794,31.1656
"Moldova",2022,"Albania",1,"Televote","Low","ALB",41.1533,20.1683
"Moldova",2022,"Estonia",6,"Televote","Low","EST",58.5953,25.0136
"Moldova",2022,"Portugal",8,"Televote","High","PRT",39.3999,-8.2245
"Moldova",2022,"Germany",10,"Televote","High","DEU",51.1657,10.4515
"Moldova",2022,"Belgium",8,"Televote","High","BEL",50.5039,4.4699
"Moldova",2022,"Norway",4,"Televote","Low","NOR",60.472,8.4689
"Moldova",2022,"Israel",6,"Televote","Low","ISR",31.0461,34.8516
"Moldova",2022,"Poland",7,"Televote","Low","POL",51.9194,19.1451
"Moldova",2022,"Greece",3,"Televote","Low","GRC",39.0742,21.8243
"Moldova",2022,"Bulgaria",7,"Televote","Low","BGR",42.7339,25.4858
"Moldova",2022,"Serbia",12,"Televote","High","SRB",44.0165,20.907
"Moldova",2022,"Iceland",6,"Televote","Low","ISL",64.9631,-19.0208
"Moldova",2022,"Latvia",7,"Televote","Low","LVA",56.8796,24.6032
"Moldova",2022,"Spain",7,"Televote","Low","ESP",40.4637,-3.7492
"Moldova",2022,"Switzerland",4,"Televote","Low","CHE",46.8182,8.2275
"Moldova",2022,"Denmark",5,"Televote","Low","DNK",56.2639,9.5018
"Moldova",2022,"France",10,"Televote","High","FRA",46.6034,2.2137
"Moldova",2022,"Armenia",5,"Televote","Low","ARM",40.0691,45.0382
"Moldova",2022,"Montenegro",7,"Televote","Low","MNE",42.7087,19.3744
"Moldova",2022,"Romania",12,"Televote","High","ROU",45.9432,24.9668
"Moldova",2022,"Ireland",7,"Televote","Low","IRL",53.4129,-8.2439
"Moldova",2022,"Slovenia",7,"Televote","Low","SVN",46.1512,14.9955
"Moldova",2022,"Georgia",8,"Televote","High","GEO",42.3154,43.3569
"Moldova",2022,"Croatia",8,"Televote","High","HRV",45.1,15.2
"Moldova",2022,"Lithuania",5,"Televote","Low","LTU",55.1694,23.8813
"Moldova",2022,"Austria",7,"Televote","Low","AUT",47.5162,14.5501
"Moldova",2022,"Finland",5,"Televote","Low","FIN",61.9241,25.7482
"Moldova",2022,"United Kingdom",8,"Televote","High","GBR",55.3781,-3.436
"Moldova",2022,"Australia",4,"Televote","Low","AUS",-25.2744,133.7751
"Moldova",2022,"Czech Republic",8,"Televote","High","CZE",49.8175,15.473
"Moldova",2022,"Italy",10,"Televote","High","ITA",41.8719,12.5674
"Sweden",2022,"Netherlands",2,"Televote","Low","NLD",52.1326,5.2913
"Sweden",2022,"San Marino",3,"Televote","Low","SMR",43.9334,12.4578
"Sweden",2022,"North Macedonia",4,"Televote","Low","MKD",41.6086,21.7453
"Sweden",2022,"Malta",5,"Televote","Low","MLT",35.9375,14.3754
"Sweden",2022,"Estonia",10,"Televote","High","EST",58.5953,25.0136
"Sweden",2022,"Azerbaijan",4,"Televote","Low","AZE",40.1431,47.5769
"Sweden",2022,"Portugal",7,"Televote","Low","PRT",39.3999,-8.2245
"Sweden",2022,"Germany",5,"Televote","Low","DEU",51.1657,10.4515
"Sweden",2022,"Belgium",5,"Televote","Low","BEL",50.5039,4.4699
"Sweden",2022,"Norway",8,"Televote","High","NOR",60.472,8.4689
"Sweden",2022,"Israel",5,"Televote","Low","ISR",31.0461,34.8516
"Sweden",2022,"Poland",10,"Televote","High","POL",51.9194,19.1451
"Sweden",2022,"Greece",4,"Televote","Low","GRC",39.0742,21.8243
"Sweden",2022,"Moldova",5,"Televote","Low","MDA",47.4116,28.3699
"Sweden",2022,"Serbia",1,"Televote","Low","SRB",44.0165,20.907
"Sweden",2022,"Iceland",8,"Televote","High","ISL",64.9631,-19.0208
"Sweden",2022,"Latvia",6,"Televote","Low","LVA",56.8796,24.6032
"Sweden",2022,"Spain",6,"Televote","Low","ESP",40.4637,-3.7492
"Sweden",2022,"Switzerland",3,"Televote","Low","CHE",46.8182,8.2275
"Sweden",2022,"Denmark",10,"Televote","High","DNK",56.2639,9.5018
"Sweden",2022,"Armenia",7,"Televote","Low","ARM",40.0691,45.0382
"Sweden",2022,"Montenegro",1,"Televote","Low","MNE",42.7087,19.3744
"Sweden",2022,"Romania",6,"Televote","Low","ROU",45.9432,24.9668
"Sweden",2022,"Ireland",3,"Televote","Low","IRL",53.4129,-8.2439
"Sweden",2022,"Slovenia",5,"Televote","Low","SVN",46.1512,14.9955
"Sweden",2022,"Croatia",4,"Televote","Low","HRV",45.1,15.2
"Sweden",2022,"Lithuania",10,"Televote","High","LTU",55.1694,23.8813
"Sweden",2022,"Austria",6,"Televote","Low","AUT",47.5162,14.5501
"Sweden",2022,"Finland",8,"Televote","High","FIN",61.9241,25.7482
"Sweden",2022,"United Kingdom",4,"Televote","Low","GBR",55.3781,-3.436
"Sweden",2022,"Australia",5,"Televote","Low","AUS",-25.2744,133.7751
"Sweden",2022,"Czech Republic",5,"Televote","Low","CZE",49.8175,15.473
"Sweden",2022,"Italy",5,"Televote","Low","ITA",41.8719,12.5674
"Australia",2022,"Azerbaijan",2,"Televote","Low","AZE",40.1431,47.5769
"United Kingdom",2022,"Netherlands",8,"Televote","High","NLD",52.1326,5.2913
"United Kingdom",2022,"San Marino",6,"Televote","Low","SMR",43.9334,12.4578
"United Kingdom",2022,"Malta",12,"Televote","High","MLT",35.9375,14.3754
"United Kingdom",2022,"Ukraine",7,"Televote","Low","UKR",48.3794,31.1656
"United Kingdom",2022,"Albania",4,"Televote","Low","ALB",41.1533,20.1683
"United Kingdom",2022,"Estonia",5,"Televote","Low","EST",58.5953,25.0136
"United Kingdom",2022,"Azerbaijan",8,"Televote","High","AZE",40.1431,47.5769
"United Kingdom",2022,"Portugal",6,"Televote","Low","PRT",39.3999,-8.2245
"United Kingdom",2022,"Germany",6,"Televote","Low","DEU",51.1657,10.4515
"United Kingdom",2022,"Belgium",3,"Televote","Low","BEL",50.5039,4.4699
"United Kingdom",2022,"Norway",6,"Televote","Low","NOR",60.472,8.4689
"United Kingdom",2022,"Israel",10,"Televote","High","ISR",31.0461,34.8516
"United Kingdom",2022,"Poland",3,"Televote","Low","POL",51.9194,19.1451
"United Kingdom",2022,"Greece",5,"Televote","Low","GRC",39.0742,21.8243
"United Kingdom",2022,"Moldova",3,"Televote","Low","MDA",47.4116,28.3699
"United Kingdom",2022,"Bulgaria",3,"Televote","Low","BGR",42.7339,25.4858
"United Kingdom",2022,"Iceland",7,"Televote","Low","ISL",64.9631,-19.0208
"United Kingdom",2022,"Cyprus",6,"Televote","Low","CYP",35.1264,33.4299
"United Kingdom",2022,"Latvia",3,"Televote","Low","LVA",56.8796,24.6032
"United Kingdom",2022,"Spain",8,"Televote","High","ESP",40.4637,-3.7492
"United Kingdom",2022,"Switzerland",5,"Televote","Low","CHE",46.8182,8.2275
"United Kingdom",2022,"Denmark",6,"Televote","Low","DNK",56.2639,9.5018
"United Kingdom",2022,"France",2,"Televote","Low","FRA",46.6034,2.2137
"United Kingdom",2022,"Armenia",1,"Televote","Low","ARM",40.0691,45.0382
"United Kingdom",2022,"Romania",3,"Televote","Low","ROU",45.9432,24.9668
"United Kingdom",2022,"Ireland",6,"Televote","Low","IRL",53.4129,-8.2439
"United Kingdom",2022,"Georgia",4,"Televote","Low","GEO",42.3154,43.3569
"United Kingdom",2022,"Lithuania",4,"Televote","Low","LTU",55.1694,23.8813
"United Kingdom",2022,"Austria",8,"Televote","High","AUT",47.5162,14.5501
"United Kingdom",2022,"Finland",4,"Televote","Low","FIN",61.9241,25.7482
"United Kingdom",2022,"Sweden",6,"Televote","Low","SWE",60.1282,18.6435
"United Kingdom",2022,"Australia",7,"Televote","Low","AUS",-25.2744,133.7751
"United Kingdom",2022,"Czech Republic",2,"Televote","Low","CZE",49.8175,15.473
"United Kingdom",2022,"Italy",6,"Televote","Low","ITA",41.8719,12.5674
"Poland",2022,"Netherlands",6,"Televote","Low","NLD",52.1326,5.2913
"Poland",2022,"Malta",2,"Televote","Low","MLT",35.9375,14.3754
"Poland",2022,"Ukraine",12,"Televote","High","UKR",48.3794,31.1656
"Poland",2022,"Azerbaijan",1,"Televote","Low","AZE",40.1431,47.5769
"Poland",2022,"Germany",8,"Televote","High","DEU",51.1657,10.4515
"Poland",2022,"Belgium",7,"Televote","Low","BEL",50.5039,4.4699
"Poland",2022,"Norway",5,"Televote","Low","NOR",60.472,8.4689
"Poland",2022,"Israel",1,"Televote","Low","ISR",31.0461,34.8516
"Poland",2022,"Iceland",4,"Televote","Low","ISL",64.9631,-19.0208
"Poland",2022,"Cyprus",3,"Televote","Low","CYP",35.1264,33.4299
"Poland",2022,"Spain",1,"Televote","Low","ESP",40.4637,-3.7492
"Poland",2022,"Switzerland",1,"Televote","Low","CHE",46.8182,8.2275
"Poland",2022,"Denmark",4,"Televote","Low","DNK",56.2639,9.5018
"Poland",2022,"France",4,"Televote","Low","FRA",46.6034,2.2137
"Poland",2022,"Montenegro",4,"Televote","Low","MNE",42.7087,19.3744
"Poland",2022,"Ireland",10,"Televote","High","IRL",53.4129,-8.2439
"Poland",2022,"Austria",4,"Televote","Low","AUT",47.5162,14.5501
"Poland",2022,"United Kingdom",10,"Televote","High","GBR",55.3781,-3.436
"Poland",2022,"Sweden",5,"Televote","Low","SWE",60.1282,18.6435
"Poland",2022,"Australia",3,"Televote","Low","AUS",-25.2744,133.7751
"Poland",2022,"Czech Republic",7,"Televote","Low","CZE",49.8175,15.473
"Poland",2022,"Italy",3,"Televote","Low","ITA",41.8719,12.5674
"Serbia",2022,"Netherlands",3,"Televote","Low","NLD",52.1326,5.2913
"Serbia",2022,"San Marino",8,"Televote","High","SMR",43.9334,12.4578
"Serbia",2022,"North Macedonia",12,"Televote","High","MKD",41.6086,21.7453
"Serbia",2022,"Malta",6,"Televote","Low","MLT",35.9375,14.3754
"Serbia",2022,"Albania",3,"Televote","Low","ALB",41.1533,20.1683
"Serbia",2022,"Azerbaijan",6,"Televote","Low","AZE",40.1431,47.5769
"Serbia",2022,"Portugal",5,"Televote","Low","PRT",39.3999,-8.2245
"Serbia",2022,"Germany",7,"Televote","Low","DEU",51.1657,10.4515
"Serbia",2022,"Belgium",2,"Televote","Low","BEL",50.5039,4.4699
"Serbia",2022,"Norway",3,"Televote","Low","NOR",60.472,8.4689
"Serbia",2022,"Israel",7,"Televote","Low","ISR",31.0461,34.8516
"Serbia",2022,"Poland",5,"Televote","Low","POL",51.9194,19.1451
"Serbia",2022,"Greece",8,"Televote","High","GRC",39.0742,21.8243
"Serbia",2022,"Bulgaria",10,"Televote","High","BGR",42.7339,25.4858
"Serbia",2022,"Iceland",1,"Televote","Low","ISL",64.9631,-19.0208
"Serbia",2022,"Cyprus",7,"Televote","Low","CYP",35.1264,33.4299
"Serbia",2022,"Latvia",2,"Televote","Low","LVA",56.8796,24.6032
"Serbia",2022,"Spain",2,"Televote","Low","ESP",40.4637,-3.7492
"Serbia",2022,"Switzerland",12,"Televote","High","CHE",46.8182,8.2275
"Serbia",2022,"France",8,"Televote","High","FRA",46.6034,2.2137
"Serbia",2022,"Armenia",6,"Televote","Low","ARM",40.0691,45.0382
"Serbia",2022,"Montenegro",12,"Televote","High","MNE",42.7087,19.3744
"Serbia",2022,"Romania",7,"Televote","Low","ROU",45.9432,24.9668
"Serbia",2022,"Ireland",1,"Televote","Low","IRL",53.4129,-8.2439
"Serbia",2022,"Slovenia",12,"Televote","High","SVN",46.1512,14.9955
"Serbia",2022,"Georgia",7,"Televote","Low","GEO",42.3154,43.3569
"Serbia",2022,"Croatia",12,"Televote","High","HRV",45.1,15.2
"Serbia",2022,"Austria",10,"Televote","High","AUT",47.5162,14.5501
"Serbia",2022,"Finland",7,"Televote","Low","FIN",61.9241,25.7482
"Serbia",2022,"United Kingdom",1,"Televote","Low","GBR",55.3781,-3.436
"Serbia",2022,"Sweden",8,"Televote","High","SWE",60.1282,18.6435
"Serbia",2022,"Australia",8,"Televote","High","AUS",-25.2744,133.7751
"Serbia",2022,"Czech Republic",10,"Televote","High","CZE",49.8175,15.473
"Serbia",2022,"Italy",7,"Televote","Low","ITA",41.8719,12.5674
"Estonia",2022,"Netherlands",1,"Televote","Low","NLD",52.1326,5.2913
"Estonia",2022,"North Macedonia",3,"Televote","Low","MKD",41.6086,21.7453
"Estonia",2022,"Ukraine",5,"Televote","Low","UKR",48.3794,31.1656
"Estonia",2022,"Albania",5,"Televote","Low","ALB",41.1533,20.1683
"Estonia",2022,"Norway",2,"Televote","Low","NOR",60.472,8.4689
"Estonia",2022,"Poland",8,"Televote","High","POL",51.9194,19.1451
"Estonia",2022,"Moldova",7,"Televote","Low","MDA",47.4116,28.3699
"Estonia",2022,"Serbia",6,"Televote","Low","SRB",44.0165,20.907
"Estonia",2022,"Latvia",8,"Televote","High","LVA",56.8796,24.6032
"Estonia",2022,"Denmark",3,"Televote","Low","DNK",56.2639,9.5018
"Estonia",2022,"Armenia",12,"Televote","High","ARM",40.0691,45.0382
"Estonia",2022,"Montenegro",3,"Televote","Low","MNE",42.7087,19.3744
"Estonia",2022,"Romania",5,"Televote","Low","ROU",45.9432,24.9668
"Estonia",2022,"Croatia",2,"Televote","Low","HRV",45.1,15.2
"Estonia",2022,"Lithuania",8,"Televote","High","LTU",55.1694,23.8813
"Estonia",2022,"Finland",10,"Televote","High","FIN",61.9241,25.7482
"Estonia",2022,"United Kingdom",2,"Televote","Low","GBR",55.3781,-3.436
"Estonia",2022,"Sweden",4,"Televote","Low","SWE",60.1282,18.6435
"Estonia",2022,"Czech Republic",4,"Televote","Low","CZE",49.8175,15.473
"Austria",2023,"Netherlands",4,"Televote","Low","NLD",52.1326,5.2913
"Austria",2023,"Finland",2,"Televote","Low","FIN",61.9241,25.7482
"Austria",2023,"Serbia",3,"Televote","Low","SRB",44.0165,20.907
